x,y
0.010792642776929309, 204.26643023097807
0.012590321940393834, 210.92487127516114
0.014687431970009386, 218.17494681231219
0.01713384764066691, 225.4158429807519
0.019987751131241467, 232.89705353032554
0.023317015749352955, 240.21341604790845
0.02720082013657757, 247.6177427638289
0.031731531344141896, 255.39654951292243
0.03701690156357718, 262.5159561489671
0.04318263075634799, 269.98842786464206
0.05037535612850712, 277.3556810971669
0.05876613954792163, 284.43477324360026
0.0685545358439959, 291.3605743829068
0.07997333874472501, 298.11329956878745
0.0932941173219056, 304.6732953099007
0.10883367461568658, 311.0211336366553
0.1269615820414861, 316.5932048851325
0.14810896876722457, 322.0805612681069
0.17277877509531006, 326.913144325661
0.20155771370168304, 331.43832299459757
0.235130223201544, 335.44920768526305
0.2742947458941446, 338.73163728292803
0.3199827168140894, 342.046186032515
0.3732807156985778, 343.8140575474295
0.4354563087024429, 346.3837933152392
0.5079881944447303, 346.3837933152392
0.5926013713388398, 346.3837933152392
0.6913081625775506, 346.3837933152392
0.8064560744546262, 343.61717701711524
0.9407836262193813, 341.654561829232
1.0974854792445174, 338.15005999198166
1.2802884144496132, 334.10688186636213
1.4935399649225864, 329.73408677356304
1.7423118116552716, 324.4878564913184
2.03252040141478, 318.41185653421763
2.3710676553598873, 312.4496290180272
2.7660051148222395, 306.07263557365945
3.2267254280694635, 299.1396191737312
3.764185732107431, 292.02890586026
4.391168242126657, 285.9048791942064
5.122584246093038, 278.7891986399261
5.975828734271417, 271.383867634092
6.971194097701775, 265.692780180841
8.132352734462563, 258.3391991378944
9.48692004136333, 253.79240406567155
11.067111180485346, 247.90157653062977
12.970922127990187, 241.5318118152786
15.060949011985775, 236.1208479753841
17.618863818498795, 229.54628085055066
20.496060936083154, 223.2314835842758
23.909992300202614, 217.3019029730845
27.892565970532186, 211.4086969647845
32.53849799081271, 206.147098218244
37.958280805597894, 199.9828369269898
44.28081106028432, 193.7807781680185
51.65645510129202, 186.37803645873726
60.26062508202531, 179.36080012164197
70.29795072379233, 172.80561961785477
82.0071459470937, 165.2548659942107
95.6666861145325, 158.0340430777453
111.60143090506897, 149.06535054405288
130.19035032893146, 139.90937104204863
151.8755376280755, 130.51589873409813
177.1727234125981, 121.49765534647908
195.4228471568372, 116.70016866901982
